Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2021 JIF,JIF Quartile,2021 JCI,% of OA Gold
MICROSCOPY RESEARCH AND TECHNIQUE,MICROSC RES TECHNIQ,1059-910X,1097-0029,BIOLOGY - SCIE,"7,417",2.893,Q2,1.12,2.69%
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY,COMP BIOCHEM PHYS A,1095-6433,1531-4332,ZOOLOGY - SCIE,"12,663",2.888,Q1,0.92,7.98%
BIOTROPICA,BIOTROPICA,0006-3606,1744-7429,ECOLOGY - SCIE,"8,107",2.858,Q3,0.62,10%
Insect Systematics and Diversity,INSECT SYST DIVER,N/A,2399-3421,ENTOMOLOGY - SCIE,245,2.841,Q1,1.45,31.34%
EVOLUTION & DEVELOPMENT,EVOL DEV,1520-541X,1525-142X,EVOLUTIONARY BIOLOGY - SCIE,"1,999",2.839,Q3,0.53,16.47%
JOURNAL OF STORED PRODUCTS RESEARCH,J STORED PROD RES,0022-474X,1879-1212,ENTOMOLOGY - SCIE,"5,186",2.831,Q1,1.22,5.60%
Arthropod Systematics & Phylogeny,ARTHROPOD SYST PHYLO,1863-7221,1864-8312,ENTOMOLOGY - SCIE,486,2.8,Q1,1.11,37.88%
JOURNAL OF BIOSCIENCES,J BIOSCIENCES,0250-5991,0973-7138,BIOLOGY - SCIE,"4,042",2.795,Q3,0.5,0.26%
JOURNAL OF INVERTEBRATE PATHOLOGY,J INVERTEBR PATHOL,0022-2011,1096-0805,ZOOLOGY - SCIE,"8,329",2.795,Q1,1.41,7.98%
JOURNAL OF CHEMICAL ECOLOGY,J CHEM ECOL,0098-0331,1573-1561,ECOLOGY - SCIE,"12,239",2.793,Q3,0.58,22.79%
International Journal for Parasitology-Parasites and Wildlife,INT J PARASITOL-PAR,2213-2244,2213-2244,ECOLOGY - SCIE,"1,791",2.773,Q3,0.68,100%
JOURNAL OF ARID ENVIRONMENTS,J ARID ENVIRON,0140-1963,1095-922X,ECOLOGY - SCIE,"11,628",2.759,Q3,0.58,5.42%
CONTRIBUTIONS TO ZOOLOGY,CONTRIB ZOOL,1383-4517,1875-9866,ZOOLOGY - SCIE,591,2.75,Q1,1.21,97.78%
Current Zoology,CURR ZOOL,1674-5507,2396-9814,ZOOLOGY - SCIE,"2,386",2.734,Q1,1.57,99.16%
Life Sciences in Space Research,LIFE SCI SPACE RES,2214-5524,2214-5532,BIOLOGY - SCIE,851,2.73,Q3,0.52,12.50%
CRYOBIOLOGY,CRYOBIOLOGY,0011-2240,1090-2392,BIOLOGY - SCIE,"6,007",2.728,Q3,0.68,10.22%
ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,ANN ENTOMOL SOC AM,0013-8746,1938-2901,ENTOMOLOGY - SCIE,"6,949",2.727,Q1,1.03,18.89%
Journal of Biological Dynamics,J BIOL DYNAM,1751-3758,1751-3766,ECOLOGY - SCIE,"1,134",2.726,Q3,0.62,100%
Fire-Switzerland,FIRE-BASEL,2571-6255,2571-6255,ECOLOGY - SCIE,676,2.726,Q3,1.01,91.82%
APIDOLOGIE,APIDOLOGIE,0044-8435,1297-9678,ENTOMOLOGY - SCIE,"6,676",2.722,Q1,1.06,26.35%
Journal of Experimental Zoology Part A-Ecological and Integrative Physiology,J EXP ZOOL PART A,2471-5638,2471-5646,ZOOLOGY - SCIE,"2,299",2.693,Q1,1.2,6.22%
URBAN ECOSYSTEMS,URBAN ECOSYST,1083-8155,1573-1642,ECOLOGY - SCIE,"4,433",2.686,Q3,0.71,18.70%
JOURNAL OF HEREDITY,J HERED,0022-1503,1465-7333,EVOLUTIONARY BIOLOGY - SCIE,"7,024",2.679,Q3,0.69,24.75%
ORGANISMS DIVERSITY & EVOLUTION,ORG DIVERS EVOL,1439-6092,1618-1077,ZOOLOGY - SCIE; EVOLUTIONARY BIOLOGY - SCIE,"1,857",2.663,Q1,0.94,21.99%
HERPETOLOGICA,HERPETOLOGICA,0018-0831,1938-5099,ZOOLOGY - SCIE,"3,223",2.653,Q1,1.33,0%
Aquatic Invasions,AQUAT INVASIONS,1798-6540,1818-5487,ECOLOGY - SCIE,"1,852",2.651,Q3,0.74,100%
Biology Open,BIOL OPEN,2046-6390,2046-6390,BIOLOGY - SCIE,"4,359",2.643,Q3,0.65,100%
JOURNAL OF INSECT CONSERVATION,J INSECT CONSERV,1366-638X,1572-9753,ENTOMOLOGY - SCIE,"3,008",2.62,Q1,0.82,21.49%
JOURNAL OF INSECT PHYSIOLOGY,J INSECT PHYSIOL,0022-1910,1879-1611,ENTOMOLOGY - SCIE,"10,719",2.608,Q1,1.05,9.18%
TAXON,TAXON,0040-0262,1996-8175,EVOLUTIONARY BIOLOGY - SCIE,"6,250",2.586,Q3,0.54,14.66%
JOURNAL OF WILDLIFE MANAGEMENT,J WILDLIFE MANAGE,0022-541X,1937-2817,ZOOLOGY - SCIE; ECOLOGY - SCIE,"12,495",2.586,Q1,0.95,15.83%
BIOCONTROL,BIOCONTROL,1386-6141,1573-8248,ENTOMOLOGY - SCIE,"3,591",2.581,Q1,1.3,8.46%
INTERNATIONAL JOURNAL OF PRIMATOLOGY,INT J PRIMATOL,0164-0291,1573-8604,ZOOLOGY - SCIE,"3,818",2.578,Q1,1.41,23.53%
Journal of Biological Research-Thessaloniki,J BIOL RES-THESSALON,1790-045X,2241-5793,BIOLOGY - SCIE,536,2.576,Q3,0.51,100%
JOURNAL FOR NATURE CONSERVATION,J NAT CONSERV,1617-1381,1618-1093,ECOLOGY - SCIE,"2,646",2.575,Q3,0.69,16.77%
AFRICAN JOURNAL OF HERPETOLOGY,AFR J HERPETOL,2156-4574,2153-3660,ZOOLOGY - SCIE,314,2.563,Q1,0.78,0%
JOURNAL OF PESTICIDE SCIENCE,J PESTIC SCI,1348-589X,1349-0923,ENTOMOLOGY - SCIE,"1,353",2.529,Q2,0.74,99.15%
JOURNAL OF EVOLUTIONARY BIOLOGY,J EVOLUTION BIOL,1010-061X,1420-9101,EVOLUTIONARY BIOLOGY - SCIE; ECOLOGY - SCIE,"11,610",2.516,Q3,0.6,25.94%
NEW ZEALAND JOURNAL OF ECOLOGY,NEW ZEAL J ECOL,0110-6465,1177-7788,ECOLOGY - SCIE,"1,409",2.508,Q3,0.44,88.78%
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY,COMP BIOCHEM PHYS B,1096-4959,1879-1107,ZOOLOGY - SCIE,"7,960",2.495,Q1,0.86,4.69%
MEDICAL AND VETERINARY ENTOMOLOGY,MED VET ENTOMOL,0269-283X,1365-2915,ENTOMOLOGY - SCIE,"3,945",2.479,Q2,1.15,14.07%
JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,J EXP MAR BIOL ECOL,0022-0981,1879-1697,ECOLOGY - SCIE,"17,743",2.476,Q3,0.74,8.26%
ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY,ARCH INSECT BIOCHEM,0739-4462,1520-6327,ENTOMOLOGY - SCIE,"2,640",2.454,Q2,0.52,3.79%
JOURNAL OF ECONOMIC ENTOMOLOGY,J ECON ENTOMOL,0022-0493,1938-291X,ENTOMOLOGY - SCIE,"19,143",2.447,Q2,1.09,16.60%
JOURNAL OF RADIATION RESEARCH,J RADIAT RES,0449-3060,1349-9157,BIOLOGY - SCIE,"3,910",2.438,Q3,0.58,98.91%
JOURNAL OF MEDICAL ENTOMOLOGY,J MED ENTOMOL,0022-2585,1938-2928,ENTOMOLOGY - SCIE,"12,667",2.435,Q2,1.16,15.11%
ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,ENTOMOL EXP APPL,0013-8703,1570-7458,ENTOMOLOGY - SCIE,"6,917",2.433,Q2,0.88,10.56%
JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,J ZOOL SYST EVOL RES,0947-5745,1439-0469,ZOOLOGY - SCIE; EVOLUTIONARY BIOLOGY - SCIE,"1,701",2.424,Q1,0.93,17.31%
JOURNAL OF MAMMALIAN EVOLUTION,J MAMM EVOL,1064-7554,1573-7055,ZOOLOGY - SCIE,"1,185",2.412,Q1,1.16,11.05%
Arthropod-Plant Interactions,ARTHROPOD-PLANT INTE,1872-8855,1872-8847,ENTOMOLOGY - SCIE,"1,616",2.409,Q2,0.7,16.31%
JOURNAL OF APICULTURAL RESEARCH,J APICULT RES,0021-8839,2078-6913,ENTOMOLOGY - SCIE,"4,487",2.407,Q2,0.86,6.18%
JOURNAL OF THEORETICAL BIOLOGY,J THEOR BIOL,0022-5193,1095-8541,BIOLOGY - SCIE,"23,616",2.405,Q3,0.73,12.79%
Animal Cells and Systems,ANIM CELLS SYST,1976-8354,2151-2485,ZOOLOGY - SCIE,663,2.398,Q1,0.66,100%
Rangeland Ecology & Management,RANGELAND ECOL MANAG,1550-7424,1551-5028,ECOLOGY - SCIE,"3,343",2.398,Q3,0.52,17.14%
JOURNAL OF ZOOLOGY,J ZOOL,0952-8369,1469-7998,ZOOLOGY - SCIE,"10,720",2.394,Q1,1.07,11.15%
JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,J COMP PHYSIOL A,0340-7594,1432-1351,ZOOLOGY - SCIE,"5,751",2.389,Q1,0.67,28.16%
ENVIRONMENTAL ENTOMOLOGY,ENVIRON ENTOMOL,0046-225X,1938-2936,ENTOMOLOGY - SCIE,"10,348",2.387,Q2,0.99,20.49%
CHEMISTRY AND ECOLOGY,CHEM ECOL,0275-7540,1029-0370,ECOLOGY - SCIE,"1,878",2.381,Q3,0.45,0.56%
EXPERIMENTAL AND APPLIED ACAROLOGY,EXP APPL ACAROL,0168-8162,1572-9702,ENTOMOLOGY - SCIE,"5,201",2.38,Q2,0.95,19.94%
AEROBIOLOGIA,AEROBIOLOGIA,0393-5965,1573-3025,BIOLOGY - SCIE,"1,964",2.376,Q3,0.5,16.58%
JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION,J EXP ZOOL PART B,1552-5007,1552-5015,ZOOLOGY - SCIE; EVOLUTIONARY BIOLOGY - SCIE,"1,918",2.368,Q1,0.65,15.83%
POPULATION ECOLOGY,POPUL ECOL,1438-3896,1438-390X,ECOLOGY - SCIE,"1,577",2.367,Q3,0.48,24.04%
INVERTEBRATE SYSTEMATICS,INVERTEBR SYST,1445-5226,1447-2600,ZOOLOGY - SCIE; EVOLUTIONARY BIOLOGY - SCIE,"1,384",2.364,Q1,0.99,3.77%
COMPTES RENDUS BIOLOGIES,CR BIOL,1631-0691,1768-3238,BIOLOGY - SCIE,"3,061",2.357,Q3,0.58,48.78%
Polar Science,POLAR SCI,1873-9652,1876-4428,ECOLOGY - SCIE,"1,199",2.355,Q3,0.52,12.81%
Freshwater Science,FRESHW SCI,2161-9549,2161-9565,ECOLOGY - SCIE,"2,547",2.353,Q3,0.63,13.61%
MARINE MAMMAL SCIENCE,MAR MAMMAL SCI,0824-0469,1748-7692,ZOOLOGY - SCIE,"5,255",2.337,Q1,0.89,11.08%
PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,PHYSIOL BIOCHEM ZOOL,1522-2152,1537-5293,ZOOLOGY - SCIE,"3,738",2.322,Q1,0.91,0%
AMPHIBIA-REPTILIA,AMPHIBIA-REPTILIA,0173-5373,1568-5381,ZOOLOGY - SCIE,"1,822",2.319,Q1,0.93,6.38%
JOURNAL OF COMPARATIVE PSYCHOLOGY,J COMP PSYCHOL,0735-7036,1939-2087,ZOOLOGY - SCIE,"3,243",2.318,Q2,0.86,0%
ANIMAL WELFARE,ANIM WELFARE,0962-7286,N/A,ZOOLOGY - SCIE,"2,997",2.293,Q2,1.1,4.76%
JOURNAL OF MAMMALOGY,J MAMMAL,0022-2372,1545-1542,ZOOLOGY - SCIE,"12,038",2.291,Q2,1.28,12.44%
BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,BIOL J LINN SOC,0024-4066,1095-8312,EVOLUTIONARY BIOLOGY - SCIE,"11,740",2.277,Q4,0.53,6.13%
JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,J AGR BIOL ENVIR ST,1085-7117,1537-2693,BIOLOGY - SCIE,"1,531",2.267,Q3,0.61,26.32%
EUROPEAN JOURNAL OF WILDLIFE RESEARCH,EUR J WILDLIFE RES,1612-4642,1439-0574,ZOOLOGY - SCIE; ECOLOGY - SCIE,"3,114",2.249,Q2,0.79,24.16%
WILDLIFE BIOLOGY,WILDLIFE BIOL,0909-6396,1903-220X,ZOOLOGY - SCIE; ECOLOGY - SCIE,"2,135",2.242,Q2,0.67,96.07%
ECOLOGICAL ENTOMOLOGY,ECOL ENTOMOL,0307-6946,1365-2311,ENTOMOLOGY - SCIE,"5,345",2.233,Q2,0.89,12.53%
Journal of Comparative Physiology B-Biochemical Systems and Environmental Physiology,J COMP PHYSIOL B,0174-1578,1432-136X,ZOOLOGY - SCIE,"5,041",2.23,Q2,0.9,13.90%
Zebrafish,ZEBRAFISH,1545-8547,1557-8542,ZOOLOGY - SCIE,"2,151",2.229,Q2,0.87,6.99%
FLORA,FLORA,0367-2530,1618-0585,ECOLOGY - SCIE,"4,341",2.22,Q3,0.6,3.62%
AQUATIC ECOLOGY,AQUAT ECOL,1386-2588,1573-5125,ECOLOGY - SCIE,"2,420",2.218,Q3,0.6,14.80%
ECOLOGICAL MANAGEMENT & RESTORATION,ECOL MANAG RESTOR,1442-7001,1442-8903,ECOLOGY - SCIE,"1,182",2.211,Q3,0.45,8.80%
Food Webs,FOOD WEBS,2352-2496,2352-2496,ECOLOGY - SCIE,555,2.2,Q3,0.46,7.69%
POLAR BIOLOGY,POLAR BIOL,0722-4060,1432-2056,ECOLOGY - SCIE,"8,140",2.198,Q3,0.59,22.36%
JOURNAL OF APPLIED ENTOMOLOGY,J APPL ENTOMOL,0931-2048,1439-0418,ENTOMOLOGY - SCIE,"4,516",2.183,Q2,0.98,10.24%
WILDLIFE RESEARCH,WILDLIFE RES,1035-3712,1448-5494,ZOOLOGY - SCIE; ECOLOGY - SCIE,"4,014",2.178,Q2,0.93,12.10%
CHEMOECOLOGY,CHEMOECOLOGY,0937-7409,1423-0445,ECOLOGY - SCIE,"1,216",2.169,Q3,0.42,16.09%
Regional Studies in Marine Science,REG STUD MAR SCI,2352-4855,2352-4855,ECOLOGY - SCIE,"2,703",2.166,Q3,0.56,4.03%
JOURNAL OF MATHEMATICAL BIOLOGY,J MATH BIOL,0303-6812,1432-1416,BIOLOGY - SCIE,"6,843",2.164,Q3,0.61,25.67%
Landscape and Ecological Engineering,LANDSC ECOL ENG,1860-1871,1860-188X,ECOLOGY - SCIE,736,2.147,Q3,0.49,4.80%
PEDOBIOLOGIA,PEDOBIOLOGIA,0031-4056,1873-1511,ECOLOGY - SCIE,"3,011",2.128,Q3,0.5,6.06%
AGRICULTURAL AND FOREST ENTOMOLOGY,AGR FOREST ENTOMOL,1461-9555,1461-9563,ENTOMOLOGY - SCIE,"1,904",2.126,Q2,0.93,13.46%
DEVELOPMENT GENES AND EVOLUTION,DEV GENES EVOL,0949-944X,1432-041X,EVOLUTIONARY BIOLOGY - SCIE,"1,733",2.116,Q4,0.38,34.55%
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION,J EXP PSYCHOL-ANIM L,2329-8456,2329-8464,ZOOLOGY - SCIE,"2,232",2.088,Q2,0.78,3.74%
Integrative Zoology,INTEGR ZOOL,1749-4877,1749-4869,ZOOLOGY - SCIE,"1,579",2.083,Q2,1.14,17.02%
ARTHROPOD STRUCTURE & DEVELOPMENT,ARTHROPOD STRUCT DEV,1467-8039,1873-5495,ENTOMOLOGY - SCIE,"1,676",2.075,Q2,0.88,12.58%
WETLANDS,WETLANDS,0277-5212,1943-6246,ECOLOGY - SCIE,"6,056",2.074,Q3,0.44,11.82%
EVOLUTIONARY ECOLOGY,EVOL ECOL,0269-7653,1573-8477,ECOLOGY - SCIE; EVOLUTIONARY BIOLOGY - SCIE,"3,932",2.074,Q3,0.49,12.57%
JOURNAL OF INSECT SCIENCE,J INSECT SCI,N/A,1536-2442,ENTOMOLOGY - SCIE,"3,977",2.066,Q2,0.8,99.73%
ECOLOGICAL RESEARCH,ECOL RES,0912-3814,1440-1703,ECOLOGY - SCIE,"4,620",2.056,Q3,0.5,19.73%
Egyptian Journal of Biological Pest Control,EGYPT J BIOL PEST CO,1110-1768,2536-9342,ENTOMOLOGY - SCIE,"1,127",2.055,Q2,0.8,99.74%
BULLETIN OF ENTOMOLOGICAL RESEARCH,B ENTOMOL RES,0007-4853,1475-2670,ENTOMOLOGY - SCIE,"4,964",2.048,Q2,0.95,5.32%
BIOACOUSTICS-THE INTERNATIONAL JOURNAL OF ANIMAL SOUND AND ITS RECORDING,BIOACOUSTICS,0952-4622,2165-0586,ZOOLOGY - SCIE,"1,073",2.045,Q2,1.07,7.19%
JOURNAL OF ETHNOBIOLOGY,J ETHNOBIOL,0278-0771,2162-4496,BIOLOGY - SCIE,"1,030",2.045,Q3,0.65,0%
Evolutionary Bioinformatics,EVOL BIOINFORM,1176-9343,1176-9343,EVOLUTIONARY BIOLOGY - SCIE,"1,423",2.031,Q4,0.44,99.19%
ZOOLOGY,ZOOLOGY,0944-2006,1873-2720,ZOOLOGY - SCIE,"2,163",2.027,Q2,1.04,7.14%
Mammal Research,MAMMAL RES,2199-2401,2199-241X,ZOOLOGY - SCIE,709,2.026,Q2,0.96,24.88%
RADIATION AND ENVIRONMENTAL BIOPHYSICS,RADIAT ENVIRON BIOPH,0301-634X,1432-2099,BIOLOGY - SCIE,"1,843",2.017,Q3,0.43,28.65%
WEB ECOLOGY,WEB ECOL,2193-3081,1399-1183,ECOLOGY - SCIE,220,2,Q3,0.38,96.15%
PLANT ECOLOGY,PLANT ECOL,1385-0237,1573-5052,ECOLOGY - SCIE,"7,004",1.99,Q3,0.57,10.10%
MAMMALIAN BIOLOGY,MAMM BIOL,1616-5047,1618-1476,ZOOLOGY - SCIE,"2,486",1.984,Q2,1.01,17.38%
REPRODUCTION FERTILITY AND DEVELOPMENT,REPROD FERT DEVELOP,1031-3613,1448-5990,ZOOLOGY - SCIE,"4,908",1.973,Q2,0.77,8.91%
AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,AFR J RANGE FOR SCI,1022-0119,1727-9380,ECOLOGY - SCIE,806,1.966,Q3,0.46,10.28%
BIOSYSTEMS,BIOSYSTEMS,0303-2647,1872-8324,BIOLOGY - SCIE,"3,622",1.957,Q3,0.51,9.09%
INSECTES SOCIAUX,INSECT SOC,0020-1812,1420-9098,ENTOMOLOGY - SCIE,"3,074",1.946,Q2,0.72,15.38%
ELECTROMAGNETIC BIOLOGY AND MEDICINE,ELECTROMAGN BIOL MED,1536-8378,1536-8386,BIOLOGY - SCIE,984,1.932,Q3,0.47,4.80%
BIOLOGICAL BULLETIN,BIOL BULL-US,0006-3185,1939-8697,BIOLOGY - SCIE,"5,468",1.932,Q3,0.45,3.39%
ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,ACTA OECOL,1146-609X,1873-6238,ECOLOGY - SCIE,"3,783",1.93,Q3,0.45,3.91%
PHYSIOLOGICAL ENTOMOLOGY,PHYSIOL ENTOMOL,0307-6962,1365-3032,ENTOMOLOGY - SCIE,"2,299",1.929,Q2,0.7,15.85%
LEARNING & BEHAVIOR,LEARN BEHAV,1543-4494,1543-4508,ZOOLOGY - SCIE,"1,042",1.926,Q2,0.56,21.15%
BRAIN BEHAVIOR AND EVOLUTION,BRAIN BEHAV EVOLUT,0006-8977,1421-9743,ZOOLOGY - SCIE,"2,528",1.919,Q2,0.64,16.39%
JOURNAL OF BIOLOGICAL SYSTEMS,J BIOL SYST,0218-3390,1793-6470,BIOLOGY - SCIE,612,1.909,Q3,0.45,2.15%
ZOOLOGICAL STUDIES,ZOOL STUD,1021-5506,1810-522X,ZOOLOGY - SCIE,"1,896",1.904,Q2,1.07,0%
RANGELAND JOURNAL,RANGELAND J,1036-9872,1834-7541,ECOLOGY - SCIE,"1,349",1.892,Q3,0.4,30.17%
JOURNAL OF VECTOR ECOLOGY,J VECTOR ECOL,1081-1710,1948-7134,ENTOMOLOGY - SCIE,"1,827",1.889,Q2,0.73,0%
Vertebrate Zoology,VERTEBR ZOOL,1864-5755,N/A,ZOOLOGY - SCIE,353,1.879,Q2,1.05,39.18%
ANNALS OF HUMAN BIOLOGY,ANN HUM BIOL,0301-4460,1464-5033,BIOLOGY - SCIE,"2,748",1.868,Q3,0.66,5.07%
JOURNAL OF HELMINTHOLOGY,J HELMINTHOL,0022-149X,1475-2697,ZOOLOGY - SCIE,"2,890",1.866,Q2,0.82,6.74%
ETHOLOGY,ETHOLOGY,0179-1613,1439-0310,ZOOLOGY - SCIE,"5,236",1.857,Q2,0.65,16.86%
COPEIA,COPEIA,0045-8511,1938-5110,ZOOLOGY - SCIE,"7,086",1.857,Q2,0.94,0%
BIOELECTROMAGNETICS,BIOELECTROMAGNETICS,0197-8462,1521-186X,BIOLOGY - SCIE,"2,948",1.848,Q3,0.45,15.07%
POLAR RESEARCH,POLAR RES-SWEDEN,0800-0395,1751-8369,ECOLOGY - SCIE,"1,896",1.847,Q3,0.43,98.97%
PLANT SPECIES BIOLOGY,PLANT SPEC BIOL,0913-557X,1442-1984,ECOLOGY - SCIE,963,1.821,Q3,0.42,10.53%
BIOCONTROL SCIENCE AND TECHNOLOGY,BIOCONTROL SCI TECHN,0958-3157,1360-0478,ENTOMOLOGY - SCIE,"3,427",1.81,Q2,0.49,2.78%
PHYTOPARASITICA,PHYTOPARASITICA,0334-2123,1876-7184,ENTOMOLOGY - SCIE,"2,164",1.809,Q2,0.54,3.14%
COMMUNITY ECOLOGY,COMMUNITY ECOL,1585-8553,1588-2756,ECOLOGY - SCIE,911,1.803,Q3,0.32,20.21%
JOURNAL OF TROPICAL ECOLOGY,J TROP ECOL,0266-4674,1469-7831,ECOLOGY - SCIE,"3,828",1.8,Q4,0.38,6.82%
ENVIRONMENTAL BIOLOGY OF FISHES,ENVIRON BIOL FISH,0378-1909,1573-5133,ECOLOGY - SCIE,"7,065",1.798,Q4,0.53,7.78%
EXPERIMENTAL ANIMALS,EXP ANIM TOKYO,1341-1357,1881-7122,ZOOLOGY - SCIE,"1,599",1.798,Q2,0.95,93.57%
Theoretical Ecology,THEOR ECOL-NETH,1874-1738,1874-1746,ECOLOGY - SCIE,936,1.798,Q4,0.43,27.56%
HYSTRIX-Italian Journal of Mammalogy,HYSTRIX,0394-1914,1825-5272,ZOOLOGY - SCIE,"1,174",1.796,Q2,0.82,0%
PRIMATES,PRIMATES,0032-8332,1610-7365,ZOOLOGY - SCIE,"2,540",1.781,Q2,0.92,15.53%
Journal of Plant Ecology,J PLANT ECOL,1752-9921,1752-993X,ECOLOGY - SCIE,"2,639",1.78,Q4,0.57,8.42%
AUSTRAL ECOLOGY,AUSTRAL ECOL,1442-9985,1442-9993,ECOLOGY - SCIE,"5,452",1.771,Q4,0.47,2.21%
BMC Zoology,BMC ZOOL,N/A,2056-3132,ZOOLOGY - SCIE,149,1.769,Q2,0.94,14.75%
INTERNATIONAL JOURNAL OF PEST MANAGEMENT,INT J PEST MANAGE,0967-0874,1366-5863,ENTOMOLOGY - SCIE,"1,528",1.766,Q2,0.63,2.62%
AUSTRALIAN SYSTEMATIC BOTANY,AUST SYST BOT,1030-1887,1446-5701,EVOLUTIONARY BIOLOGY - SCIE,949,1.765,Q4,0.4,14.71%
SALAMANDRA,SALAMANDRA,0036-3375,N/A,ZOOLOGY - SCIE,579,1.765,Q2,0.84,0%
JOURNAL OF HYMENOPTERA RESEARCH,J HYMENOPT RES,1070-9428,1314-2607,ENTOMOLOGY - SCIE,854,1.76,Q2,0.74,99.01%
ZOOSYSTEMA,ZOOSYSTEMA,1280-9551,1638-9387,ZOOLOGY - SCIE,575,1.737,Q2,0.76,0%
REVISTA CHILENA DE HISTORIA NATURAL,REV CHIL HIST NAT,0716-078X,0717-6317,ECOLOGY - SCIE,"1,574",1.733,Q4,0.48,100%
BEHAVIOURAL PROCESSES,BEHAV PROCESS,0376-6357,1872-8308,ZOOLOGY - SCIE,"5,969",1.729,Q2,0.69,6.19%
AMERICAN MUSEUM NOVITATES,AM MUS NOVIT,0003-0082,1937-352X,ZOOLOGY - SCIE,"2,912",1.727,Q2,0.67,0%
ANNALS OF CARNEGIE MUSEUM,ANN CARNEGIE MUS,0097-4463,1943-6300,ZOOLOGY - SCIE,520,1.722,Q2,0.63,0%
Journal of the American Association for Laboratory Animal Science,J AM ASSOC LAB ANIM,1559-6109,1559-6109,ZOOLOGY - SCIE,"2,384",1.706,Q2,0.74,0%
BIOMETRICS,BIOMETRICS,0006-341X,1541-0420,BIOLOGY - SCIE,"28,574",1.701,Q3,0.6,8.43%
European Zoological Journal,EUR ZOOL J,2475-0263,2475-0263,ZOOLOGY - SCIE,401,1.699,Q2,0.9,100%
BEHAVIOUR,BEHAVIOUR,0005-7959,1568-539X,ZOOLOGY - SCIE,"5,926",1.672,Q2,0.62,16.86%
Human-Wildlife Interactions,HUM-WILDL INTERACT,1934-4392,1936-8046,ECOLOGY - SCIE,444,1.657,Q4,0.31,0%
CANADIAN JOURNAL OF ZOOLOGY,CAN J ZOOL,0008-4301,1480-3283,ZOOLOGY - SCIE,"13,002",1.654,Q2,0.87,3.54%
BIOLOGIA,BIOLOGIA,0006-3088,1336-9563,BIOLOGY - SCIE,"3,937",1.653,Q3,0.39,6.92%
NEOTROPICAL ENTOMOLOGY,NEOTROP ENTOMOL,1519-566X,1678-8052,ENTOMOLOGY - SCIE,"2,678",1.65,Q2,0.71,2.99%
Zoosystematics and Evolution,ZOOSYST EVOL,1860-0743,1860-0743,ZOOLOGY - SCIE,369,1.647,Q2,0.89,98.96%
PLANT SYSTEMATICS AND EVOLUTION,PLANT SYST EVOL,0378-2697,1615-6110,EVOLUTIONARY BIOLOGY - SCIE,"5,232",1.644,Q4,0.42,11.21%
JOURNAL OF FRESHWATER ECOLOGY,J FRESHWATER ECOL,0270-5060,2156-6941,ECOLOGY - SCIE,"1,487",1.634,Q4,0.38,100%
AQUATIC MAMMALS,AQUAT MAMM,0167-5427,N/A,ZOOLOGY - SCIE,"1,810",1.633,Q2,0.62,0%
JOURNAL OF MOLLUSCAN STUDIES,J MOLLUS STUD,0260-1230,1464-3766,ZOOLOGY - SCIE,"2,039",1.631,Q2,0.64,4.13%
JOURNAL OF EVOLUTIONARY BIOCHEMISTRY AND PHYSIOLOGY,J EVOL BIOCHEM PHYS+,0022-0930,1608-3202,EVOLUTIONARY BIOLOGY - SCIE,927,1.621,Q4,0.1,0.86%
Marine Biology Research,MAR BIOL RES,1745-1000,1745-1019,ECOLOGY - SCIE,"1,923",1.609,Q4,0.39,5.56%
INVERTEBRATE BIOLOGY,INVERTEBR BIOL,1077-8306,1744-7410,ZOOLOGY - SCIE,"1,049",1.583,Q2,0.61,6.86%
ZOOLOGISCHER ANZEIGER,ZOOL ANZ,0044-5231,0044-5231,ZOOLOGY - SCIE,"2,592",1.581,Q2,0.89,2.14%
JOURNAL OF ASIA-PACIFIC ENTOMOLOGY,J ASIA-PAC ENTOMOL,1226-8615,1876-7990,ENTOMOLOGY - SCIE,"2,558",1.58,Q3,0.63,0.89%
COMPARATIVE MEDICINE,COMPARATIVE MED,1532-0820,1532-0820,ZOOLOGY - SCIE,"1,994",1.565,Q2,0.6,0%
